"epsilon","bools","stable","falsePos","A","B","stableA","controlableA","stabEig","unStabEig","eig",
1,100,86,14,"[-0.78887773852945 -0.689556758120999 0.1016217499592;0.187655209128536 -0.998682664827775 0.741804383007368;-0.434544967510483 -0.432809165843237 -0.915493149335014]","[0.809443962932654 0.600936749798125;-0.738051827269667 0.835760183997279;0.667457896246131 -0.725392683108246]",0,1,1,2,-0.51515+0i         -1.0939-0.77144i         -1.0939+0.77144i,
1.5,100,71,29,"[-0.78887773852945 -0.689556758120999 0.1016217499592;0.187655209128536 -0.998682664827775 0.741804383007368;-0.434544967510483 -0.432809165843237 -0.915493149335014]","[0.809443962932654 0.600936749798125;-0.738051827269667 0.835760183997279;0.667457896246131 -0.725392683108246]",0,1,1,2,-0.51515+0i         -1.0939-0.77144i         -1.0939+0.77144i,
2,100,43,57,"[-0.78887773852945 -0.689556758120999 0.1016217499592;0.187655209128536 -0.998682664827775 0.741804383007368;-0.434544967510483 -0.432809165843237 -0.915493149335014]","[0.809443962932654 0.600936749798125;-0.738051827269667 0.835760183997279;0.667457896246131 -0.725392683108246]",0,1,1,2,-0.51515+0i         -1.0939-0.77144i         -1.0939+0.77144i,
2.2,100,48,52,"[-0.78887773852945 -0.689556758120999 0.1016217499592;0.187655209128536 -0.998682664827775 0.741804383007368;-0.434544967510483 -0.432809165843237 -0.915493149335014]","[0.809443962932654 0.600936749798125;-0.738051827269667 0.835760183997279;0.667457896246131 -0.725392683108246]",0,1,1,2,-0.51515+0i         -1.0939-0.77144i         -1.0939+0.77144i,
2.4,100,38,62,"[-0.78887773852945 -0.689556758120999 0.1016217499592;0.187655209128536 -0.998682664827775 0.741804383007368;-0.434544967510483 -0.432809165843237 -0.915493149335014]","[0.809443962932654 0.600936749798125;-0.738051827269667 0.835760183997279;0.667457896246131 -0.725392683108246]",0,1,1,2,-0.51515+0i         -1.0939-0.77144i         -1.0939+0.77144i,
2.6,100,39,61,"[-0.78887773852945 -0.689556758120999 0.1016217499592;0.187655209128536 -0.998682664827775 0.741804383007368;-0.434544967510483 -0.432809165843237 -0.915493149335014]","[0.809443962932654 0.600936749798125;-0.738051827269667 0.835760183997279;0.667457896246131 -0.725392683108246]",0,1,1,2,-0.51515+0i         -1.0939-0.77144i         -1.0939+0.77144i,
0.5,100,100,0,"[0.00946463511489726 0.150367224935707 0.0398645101128763;-0.190083039765405 0.212435865145566 0.978371619278773;-0.652855676930566 -0.571108519168044 -0.020169675173211]","[0.389746422374165 -0.41433688806293;-0.17715634522447 0.602883475555069;-0.930446519800507 -0.306996018873845]",1,1,3,0,-0.12507+0i          0.1634-0.79062i          0.1634+0.79062i,
1,100,100,0,"[0.00946463511489726 0.150367224935707 0.0398645101128763;-0.190083039765405 0.212435865145566 0.978371619278773;-0.652855676930566 -0.571108519168044 -0.020169675173211]","[0.389746422374165 -0.41433688806293;-0.17715634522447 0.602883475555069;-0.930446519800507 -0.306996018873845]",1,1,3,0,-0.12507+0i          0.1634-0.79062i          0.1634+0.79062i,
1.5,100,100,0,"[0.00946463511489726 0.150367224935707 0.0398645101128763;-0.190083039765405 0.212435865145566 0.978371619278773;-0.652855676930566 -0.571108519168044 -0.020169675173211]","[0.389746422374165 -0.41433688806293;-0.17715634522447 0.602883475555069;-0.930446519800507 -0.306996018873845]",1,1,3,0,-0.12507+0i          0.1634-0.79062i          0.1634+0.79062i,
2,100,99,1,"[0.00946463511489726 0.150367224935707 0.0398645101128763;-0.190083039765405 0.212435865145566 0.978371619278773;-0.652855676930566 -0.571108519168044 -0.020169675173211]","[0.389746422374165 -0.41433688806293;-0.17715634522447 0.602883475555069;-0.930446519800507 -0.306996018873845]",1,1,3,0,-0.12507+0i          0.1634-0.79062i          0.1634+0.79062i,
2.2,100,100,0,"[0.00946463511489726 0.150367224935707 0.0398645101128763;-0.190083039765405 0.212435865145566 0.978371619278773;-0.652855676930566 -0.571108519168044 -0.020169675173211]","[0.389746422374165 -0.41433688806293;-0.17715634522447 0.602883475555069;-0.930446519800507 -0.306996018873845]",1,1,3,0,-0.12507+0i          0.1634-0.79062i          0.1634+0.79062i,
2.4,100,100,0,"[0.00946463511489726 0.150367224935707 0.0398645101128763;-0.190083039765405 0.212435865145566 0.978371619278773;-0.652855676930566 -0.571108519168044 -0.020169675173211]","[0.389746422374165 -0.41433688806293;-0.17715634522447 0.602883475555069;-0.930446519800507 -0.306996018873845]",1,1,3,0,-0.12507+0i          0.1634-0.79062i          0.1634+0.79062i,
2.6,100,100,0,"[0.00946463511489726 0.150367224935707 0.0398645101128763;-0.190083039765405 0.212435865145566 0.978371619278773;-0.652855676930566 -0.571108519168044 -0.020169675173211]","[0.389746422374165 -0.41433688806293;-0.17715634522447 0.602883475555069;-0.930446519800507 -0.306996018873845]",1,1,3,0,-0.12507+0i          0.1634-0.79062i          0.1634+0.79062i,
0.5,100,100,0,"[-0.833368110352256 0.478959009774974 0.633822358099063;0.0222127418857196 0.0494803278839897 -0.621057036629122;-0.266333184295427 0.609041754917462 -0.752613086271274]","[0.641992957982043 0.791909255279467;0.275795240022872 0.0307501142399578;-0.96776039623557 0.0890438766924935]",1,1,3,0,-0.65366-0.59855i        -0.65366+0.59855i              -0.22918+0i,
1,100,99,1,"[-0.833368110352256 0.478959009774974 0.633822358099063;0.0222127418857196 0.0494803278839897 -0.621057036629122;-0.266333184295427 0.609041754917462 -0.752613086271274]","[0.641992957982043 0.791909255279467;0.275795240022872 0.0307501142399578;-0.96776039623557 0.0890438766924935]",1,1,3,0,-0.65366-0.59855i        -0.65366+0.59855i              -0.22918+0i,
1.5,100,94,6,"[-0.833368110352256 0.478959009774974 0.633822358099063;0.0222127418857196 0.0494803278839897 -0.621057036629122;-0.266333184295427 0.609041754917462 -0.752613086271274]","[0.641992957982043 0.791909255279467;0.275795240022872 0.0307501142399578;-0.96776039623557 0.0890438766924935]",1,1,3,0,-0.65366-0.59855i        -0.65366+0.59855i              -0.22918+0i,
2,100,88,12,"[-0.833368110352256 0.478959009774974 0.633822358099063;0.0222127418857196 0.0494803278839897 -0.621057036629122;-0.266333184295427 0.609041754917462 -0.752613086271274]","[0.641992957982043 0.791909255279467;0.275795240022872 0.0307501142399578;-0.96776039623557 0.0890438766924935]",1,1,3,0,-0.65366-0.59855i        -0.65366+0.59855i              -0.22918+0i,
2.2,100,94,6,"[-0.833368110352256 0.478959009774974 0.633822358099063;0.0222127418857196 0.0494803278839897 -0.621057036629122;-0.266333184295427 0.609041754917462 -0.752613086271274]","[0.641992957982043 0.791909255279467;0.275795240022872 0.0307501142399578;-0.96776039623557 0.0890438766924935]",1,1,3,0,-0.65366-0.59855i        -0.65366+0.59855i              -0.22918+0i,
2.4,100,93,7,"[-0.833368110352256 0.478959009774974 0.633822358099063;0.0222127418857196 0.0494803278839897 -0.621057036629122;-0.266333184295427 0.609041754917462 -0.752613086271274]","[0.641992957982043 0.791909255279467;0.275795240022872 0.0307501142399578;-0.96776039623557 0.0890438766924935]",1,1,3,0,-0.65366-0.59855i        -0.65366+0.59855i              -0.22918+0i,
2.6,100,92,8,"[-0.833368110352256 0.478959009774974 0.633822358099063;0.0222127418857196 0.0494803278839897 -0.621057036629122;-0.266333184295427 0.609041754917462 -0.752613086271274]","[0.641992957982043 0.791909255279467;0.275795240022872 0.0307501142399578;-0.96776039623557 0.0890438766924935]",1,1,3,0,-0.65366-0.59855i        -0.65366+0.59855i              -0.22918+0i,
0.5,100,100,0,"[0.212884416497054 -0.234263103336475 -0.336021334751139;0.520872435680359 -0.830701622765549 0.67949906974929;0.710693743753801 0.467746597562544 -0.256553383966885]","[0.656430540067259 0.759767164835757;-0.64696274207688 -0.911841743064607;-0.740960277930667 0.373440036961606]",0,1,2,1,0.15101-0.59762i         0.15101+0.59762i               -1.1764+0i,
1,100,89,11,"[0.212884416497054 -0.234263103336475 -0.336021334751139;0.520872435680359 -0.830701622765549 0.67949906974929;0.710693743753801 0.467746597562544 -0.256553383966885]","[0.656430540067259 0.759767164835757;-0.64696274207688 -0.911841743064607;-0.740960277930667 0.373440036961606]",0,1,2,1,0.15101-0.59762i         0.15101+0.59762i               -1.1764+0i,
1.5,100,75,25,"[0.212884416497054 -0.234263103336475 -0.336021334751139;0.520872435680359 -0.830701622765549 0.67949906974929;0.710693743753801 0.467746597562544 -0.256553383966885]","[0.656430540067259 0.759767164835757;-0.64696274207688 -0.911841743064607;-0.740960277930667 0.373440036961606]",0,1,2,1,0.15101-0.59762i         0.15101+0.59762i               -1.1764+0i,
2,100,73,27,"[0.212884416497054 -0.234263103336475 -0.336021334751139;0.520872435680359 -0.830701622765549 0.67949906974929;0.710693743753801 0.467746597562544 -0.256553383966885]","[0.656430540067259 0.759767164835757;-0.64696274207688 -0.911841743064607;-0.740960277930667 0.373440036961606]",0,1,2,1,0.15101-0.59762i         0.15101+0.59762i               -1.1764+0i,
2.2,100,70,30,"[0.212884416497054 -0.234263103336475 -0.336021334751139;0.520872435680359 -0.830701622765549 0.67949906974929;0.710693743753801 0.467746597562544 -0.256553383966885]","[0.656430540067259 0.759767164835757;-0.64696274207688 -0.911841743064607;-0.740960277930667 0.373440036961606]",0,1,2,1,0.15101-0.59762i         0.15101+0.59762i               -1.1764+0i,
2.4,100,66,34,"[0.212884416497054 -0.234263103336475 -0.336021334751139;0.520872435680359 -0.830701622765549 0.67949906974929;0.710693743753801 0.467746597562544 -0.256553383966885]","[0.656430540067259 0.759767164835757;-0.64696274207688 -0.911841743064607;-0.740960277930667 0.373440036961606]",0,1,2,1,0.15101-0.59762i         0.15101+0.59762i               -1.1764+0i,
2.6,100,57,43,"[0.212884416497054 -0.234263103336475 -0.336021334751139;0.520872435680359 -0.830701622765549 0.67949906974929;0.710693743753801 0.467746597562544 -0.256553383966885]","[0.656430540067259 0.759767164835757;-0.64696274207688 -0.911841743064607;-0.740960277930667 0.373440036961606]",0,1,2,1,0.15101-0.59762i         0.15101+0.59762i               -1.1764+0i,
0.5,100,100,0,"[0.467545809867184 0.959314879693149 -0.686384224911209;-0.125655125510683 -0.202013154776741 -0.347931431867162;-0.240322166184744 -0.119626171461265 -0.37187614265307]","[0.789001327808511 -0.182262183915658;-0.505951641471921 0.416021788128106;-0.378641968174702 -0.712724809881015]",1,1,3,0,0.58593+0i       -0.34613-0.081128i       -0.34613+0.081128i,
1,100,100,0,"[0.467545809867184 0.959314879693149 -0.686384224911209;-0.125655125510683 -0.202013154776741 -0.347931431867162;-0.240322166184744 -0.119626171461265 -0.37187614265307]","[0.789001327808511 -0.182262183915658;-0.505951641471921 0.416021788128106;-0.378641968174702 -0.712724809881015]",1,1,3,0,0.58593+0i       -0.34613-0.081128i       -0.34613+0.081128i,
1.5,100,100,0,"[0.467545809867184 0.959314879693149 -0.686384224911209;-0.125655125510683 -0.202013154776741 -0.347931431867162;-0.240322166184744 -0.119626171461265 -0.37187614265307]","[0.789001327808511 -0.182262183915658;-0.505951641471921 0.416021788128106;-0.378641968174702 -0.712724809881015]",1,1,3,0,0.58593+0i       -0.34613-0.081128i       -0.34613+0.081128i,
2,100,100,0,"[0.467545809867184 0.959314879693149 -0.686384224911209;-0.125655125510683 -0.202013154776741 -0.347931431867162;-0.240322166184744 -0.119626171461265 -0.37187614265307]","[0.789001327808511 -0.182262183915658;-0.505951641471921 0.416021788128106;-0.378641968174702 -0.712724809881015]",1,1,3,0,0.58593+0i       -0.34613-0.081128i       -0.34613+0.081128i,
2.2,100,99,1,"[0.467545809867184 0.959314879693149 -0.686384224911209;-0.125655125510683 -0.202013154776741 -0.347931431867162;-0.240322166184744 -0.119626171461265 -0.37187614265307]","[0.789001327808511 -0.182262183915658;-0.505951641471921 0.416021788128106;-0.378641968174702 -0.712724809881015]",1,1,3,0,0.58593+0i       -0.34613-0.081128i       -0.34613+0.081128i,
2.4,100,99,1,"[0.467545809867184 0.959314879693149 -0.686384224911209;-0.125655125510683 -0.202013154776741 -0.347931431867162;-0.240322166184744 -0.119626171461265 -0.37187614265307]","[0.789001327808511 -0.182262183915658;-0.505951641471921 0.416021788128106;-0.378641968174702 -0.712724809881015]",1,1,3,0,0.58593+0i       -0.34613-0.081128i       -0.34613+0.081128i,
2.6,100,100,0,"[0.467545809867184 0.959314879693149 -0.686384224911209;-0.125655125510683 -0.202013154776741 -0.347931431867162;-0.240322166184744 -0.119626171461265 -0.37187614265307]","[0.789001327808511 -0.182262183915658;-0.505951641471921 0.416021788128106;-0.378641968174702 -0.712724809881015]",1,1,3,0,0.58593+0i       -0.34613-0.081128i       -0.34613+0.081128i,
0.5,100,1,99,"[0.742644133146044 -0.939221952677697 -0.570975507672018;-0.83368820649308 0.506401065417708 0.359809371046837;-0.0765243232637374 0.400085339059239 0.114585361379858]","[0.701357805180206 -0.16096459197363;0.117130983605771 -0.283743294421927;0.803547328095126 -0.0220249652410274]",0,1,2,1,1.6518+0i        -0.1441-0.061965i        -0.1441+0.061965i,
1,100,1,99,"[0.742644133146044 -0.939221952677697 -0.570975507672018;-0.83368820649308 0.506401065417708 0.359809371046837;-0.0765243232637374 0.400085339059239 0.114585361379858]","[0.701357805180206 -0.16096459197363;0.117130983605771 -0.283743294421927;0.803547328095126 -0.0220249652410274]",0,1,2,1,1.6518+0i        -0.1441-0.061965i        -0.1441+0.061965i,
1.5,100,0,100,"[0.742644133146044 -0.939221952677697 -0.570975507672018;-0.83368820649308 0.506401065417708 0.359809371046837;-0.0765243232637374 0.400085339059239 0.114585361379858]","[0.701357805180206 -0.16096459197363;0.117130983605771 -0.283743294421927;0.803547328095126 -0.0220249652410274]",0,1,2,1,1.6518+0i        -0.1441-0.061965i        -0.1441+0.061965i,
2,100,0,100,"[0.742644133146044 -0.939221952677697 -0.570975507672018;-0.83368820649308 0.506401065417708 0.359809371046837;-0.0765243232637374 0.400085339059239 0.114585361379858]","[0.701357805180206 -0.16096459197363;0.117130983605771 -0.283743294421927;0.803547328095126 -0.0220249652410274]",0,1,2,1,1.6518+0i        -0.1441-0.061965i        -0.1441+0.061965i,
2.2,100,0,100,"[0.742644133146044 -0.939221952677697 -0.570975507672018;-0.83368820649308 0.506401065417708 0.359809371046837;-0.0765243232637374 0.400085339059239 0.114585361379858]","[0.701357805180206 -0.16096459197363;0.117130983605771 -0.283743294421927;0.803547328095126 -0.0220249652410274]",0,1,2,1,1.6518+0i        -0.1441-0.061965i        -0.1441+0.061965i,
2.4,100,1,99,"[0.742644133146044 -0.939221952677697 -0.570975507672018;-0.83368820649308 0.506401065417708 0.359809371046837;-0.0765243232637374 0.400085339059239 0.114585361379858]","[0.701357805180206 -0.16096459197363;0.117130983605771 -0.283743294421927;0.803547328095126 -0.0220249652410274]",0,1,2,1,1.6518+0i        -0.1441-0.061965i        -0.1441+0.061965i,
2.6,100,2,98,"[0.742644133146044 -0.939221952677697 -0.570975507672018;-0.83368820649308 0.506401065417708 0.359809371046837;-0.0765243232637374 0.400085339059239 0.114585361379858]","[0.701357805180206 -0.16096459197363;0.117130983605771 -0.283743294421927;0.803547328095126 -0.0220249652410274]",0,1,2,1,1.6518+0i        -0.1441-0.061965i        -0.1441+0.061965i,
0.5,100,100,0,"[-0.488075717995618 -0.49198429888611 -0.195340264026797;0.858338537984793 -0.137563105443852 -0.636319842668624;-0.0664863715791286 0.405060022504686 0.712502232293364]","[0.168402449073197 -0.562011764576333;-0.252842434640205 0.044464886051;-0.556610906463204 -0.133154573024477]",1,1,3,0,-0.1339-0.60454i         -0.1339+0.60454i               0.35466+0i,
